x,y,z
343.80824030661444,407.3383569385793,a
341.21442068213446,424.2571261279394,a
347.56372729483695,389.89297001233814,a
334.278413672093,399.3763419129485,a
332.0922758929685,354.0926733735155,a
322.9851343854932,394.3540808870253,a
328.5712525336493,447.62183396963417,a
337.7677369433088,461.3318494913188,a
322.1914104123313,461.80124783771254,a
307.0764250387194,435.5941219800157,a
318.4198880138664,383.7876228366498,a
335.4982035413239,394.6981610831632,a
326.11852981852036,409.10457894319217,a
327.05565285751703,370.6491741448248,a
296.34913959041296,353.53001883050877,a
287.7430973718829,358.24844869385765,a
286.9400602193089,389.18492172546803,a
266.027071828554,345.1396932158797,a
303.19822929678134,374.34824723765234,a
316.52284050349454,362.372830147433,a
291.51102871357557,311.9117110015958,a
354.0026260148841,337.5368913206545,a
320.3917066000664,289.9256905797873,a
296.3699440710249,318.49483883635264,a
330.75648019820517,291.6250571260305,a
308.5507356140591,304.8422684776825,a
357.6614842564619,248.0088302856794,a
344.52892324315275,289.1620099131246,a
328.26118028975327,270.7865735814367,a
367.5670273574454,278.74624179686305,a
345.10488116705915,267.6524016802672,a
365.5348416843187,250.33002437929812,a
334.00876367581674,247.05849955210908,a
332.3155888291329,262.6672231534263,a
352.4610183823686,256.76912398971945,a
329.1251118381298,186.67759993600436,a
319.77133593125086,233.0874135220949,a
354.58019308860037,171.76017177791903,a
319.28682493437856,230.88899314119334,a
337.2695973429494,245.96188341730596,a
304.54693764134396,238.34074239442293,a
341.7284258223351,220.98553588863086,a
343.39532955527795,220.2818878073997,a
303.4674599348127,242.63611008447964,a
316.19282216989336,219.1534893472737,a
331.6638794720228,234.20163645386629,a
286.62798025328226,249.43905758297728,a
321.0816287448663,215.46597948537652,a
263.0673582747006,223.68690378741223,a
295.6842157846407,198.42255213129647,a
246.31470359555502,215.34104330293093,a
257.1290945112145,258.11905410629265,a
239.44410393640595,219.84278250589585,a
271.5809345271798,229.3003260835759,a
265.13396250552876,187.55567123306088,a
234.79534635617173,220.7091493091272,a
221.9321447737834,234.6359836275338,a
210.97729481803182,239.35755364336143,a
229.99471025653358,202.21343036501327,a
191.050246507368,264.3450417081218,a
188.2319152958304,250.28901833694545,a
131.0985074445545,246.60687426243916,a
155.10507400499006,220.21099950751596,a
194.81579736316783,260.4972089116915,a
164.22997985836514,258.4029512495713,a
152.9664182857637,225.5035827831195,a
179.42854621516727,212.07857134713385,a
171.1376204781672,220.56820706493596,a
177.9878382672051,322.12020334040017,a
169.6996725126644,274.7269054736601,a
209.36482889039704,251.26924189649625,a
180.05593503103327,261.38372225941737,a
177.6202536945382,276.37081102895013,a
218.20038101751126,281.16046528604124,a
196.53812398749739,329.5863330122464,a
157.30398759196834,318.73836970639184,a
162.1442732236664,381.672475066621,a
176.77794688437743,332.44097612005817,a
169.76830337182986,315.53644273370855,a
152.50110473059576,331.74878974974536,a
158.54616534301582,330.75700250471004,a
125.11212903704819,370.0915867982171,a
146.81752978700533,362.8047855842152,a
126.45419937440957,311.284263034589,a
136.13838421895426,305.88266227189257,a
131.60332351984044,303.7787183144111,a
135.06493490336698,294.21777380730987,a
131.3158021673782,340.6417994418095,a
79.54494049233458,304.8227763470196,a
110.49381958207833,354.9589268683431,a
69.41606825157037,361.2628066903716,a
83.52742170680484,362.13406531216333,a
116.40530387829494,354.0887394298644,a
84.11068674126568,345.9989766090302,a
73.70027592424584,352.4747765244879,a
87.51762571197686,334.90155756876686,a
85.40730375896615,348.33076881745467,a
91.01839231852519,323.3016756153784,a
95.45384360935782,341.0810157275775,a
84.55094025332629,345.4631868057885,a
91.15288206886842,322.04953778570797,a
110.83422897744732,354.4908868291503,a
90.87484355937686,335.578143314873,a
81.72356783126878,336.66423060746627,a
101.56282567101293,372.255651157565,a
148.97234621174672,418.6108113435055,a
90.51739561101441,388.7818681008805,a
40.92769706336949,369.5229514001056,a
99.37357257180699,377.81854941680325,a
98.58821652912145,400.5621381732467,a
27.817125544819994,421.7704301467361,a
38.54400217000596,381.8586410395632,a
39.14976180622479,384.05131058262236,a
66.84688940264971,374.8071914291819,a
48.51929959247192,425.8747879725924,a
47.78050564938371,390.27538421068846,a
28.821192163372626,396.22966705208194,a
-5.122377216966754,325.269276825181,a
50.57243744735594,358.5123918016919,a
68.63646084268066,374.67874412335135,a
29.16019683564759,400.82395259247215,a
50.44601463896256,363.2169116861502,a
36.11087080877911,356.34483737459067,a
83.40747028982724,371.4617993655207,a
84.45393020486145,383.38127794846207,a
90.42661533034166,348.04965247243774,a
73.53558589453277,328.94394057611225,a
67.3444883971102,313.4035840755231,a
67.80950142493423,351.16914817449816,a
60.415686740504356,323.5628952576458,a
87.89408926952991,294.8097975838216,a
134.0137808670668,299.9337536692971,a
70.60354550636822,298.512525696298,a
87.70603364504076,342.1864457558759,a
50.906329212022456,305.33075692240294,a
96.60153698440234,317.2775370691353,a
99.11284502248297,318.8667776540242,a
76.16080895135809,330.19567143091126,a
70.68413728414521,268.3434262987669,a
44.28512366640266,282.5915478209839,a
108.08071625568041,250.51212338310262,a
73.87193492230617,272.4937762362536,a
92.45725422580348,229.19220828101857,a
90.43736821287794,272.5696534078552,a
98.0634992031261,250.11605839041076,a
107.14340206617503,307.54554820164077,a
84.96884947501512,201.51150129430505,a
119.45703208334739,246.1834797363634,a
152.87409305528612,277.9266388818779,a
167.7288899096082,267.1335922125796,a
114.20375420324353,241.90085753255175,a
178.54953863233297,260.69869291327313,a
203.0578186401739,244.8522483595832,a
168.544281081163,223.1783232443862,a
229.08457106134918,268.57492046044206,a
246.24840984717957,221.63687212183788,a
259.30249039007396,293.6701316208579,a
217.21389780853465,280.7519872059335,a
233.1135108065688,221.64938032370236,a
241.24038190955116,260.18807942777437,a
198.69713728700756,253.99249181448852,a
251.7867549073399,193.46706013600135,a
222.65086481189985,219.32933732334612,a
225.18184319041976,208.13592330696844,a
181.92821079672092,245.78388119261047,a
230.59473414866747,214.0362933112603,a
234.05091003090064,214.4346627583903,a
268.7296560958424,221.26070294630603,a
252.16990905404106,215.59927571143555,a
236.57077575641276,216.66893175299003,a
192.034037858965,192.1103012548183,a
235.83469650715668,214.99730807673092,a
196.87241430785338,251.60171952672314,a
224.5573888755696,238.60883191709468,a
200.79208623308637,255.02935194421747,a
223.21486953825902,234.14329566452426,a
253.93960309434195,226.0734069707491,a
239.42316022708044,231.80663457759016,a
210.17108432406965,251.49493792857126,a
248.55831988918217,212.7779954301804,a
236.41822143577568,246.7457463795855,a
216.25423325403978,230.57843544499735,a
204.0825918916529,286.52690401953953,a
252.79638308955114,284.71062404557836,a
242.61280976831645,315.5254910043453,a
209.83223826109707,292.94172803546894,a
200.30721559542522,286.8496309924456,a
214.37975479273092,290.44335174160904,a
167.94157653720558,249.38244577280602,a
189.5727724922453,332.29696554162973,a
209.12546601362976,317.66247097783355,a
201.59221437933132,264.21525271397763,a
165.27383548555204,271.49129202498625,a
251.35090951017182,293.9894538863451,a
219.87136113959002,325.9270703028853,a
211.52202343584597,300.4481404143414,a
185.20010909654877,298.9745535260488,a
208.4329702853351,303.3485884999933,a
177.21645231123534,316.9956806942889,a
201.3592548944347,307.4685825107649,a
165.93004672260403,303.99483929457176,a
195.9470878063275,253.2294468156467,a
230.53962097923127,343.1941157486035,a
242.68284498952798,284.7018524082267,a
272.6986160563903,307.42009200761913,a
231.02842669986566,361.7489729583481,a
271.6096557067043,326.87793983916333,a
222.08904129533454,318.4844701213526,a
217.77707812233825,319.860965019158,a
209.78941668680332,335.6342216724865,a
177.68480768862395,302.8646603298886,a
210.9107452628293,315.6018730334846,a
252.11304184225727,314.057960824764,a
200.27512951328484,317.40720990381607,a
269.812242165938,299.57487632093654,a
215.2690553155475,348.7616953849317,a
246.0512719998809,284.9134481135335,a
271.45327255085243,323.6092209169192,a
207.9026843463435,299.56444514680385,a
209.89075901927828,246.20053779596017,a
248.28198581663108,263.1605177077796,a
216.50422697996706,244.30802735780668,a
245.15391713659815,250.31629892606486,a
243.55113521912153,289.06876307861944,a
246.59372306789177,261.47987631883746,a
258.7686161302877,288.48854901752907,a
297.18055187108814,285.07249102305514,a
251.3350636804453,247.21903944798686,a
272.043685392076,283.4022326775471,a
268.96293945278524,231.7813859251907,a
264.6969134618653,232.25386335389936,a
250.40567030659506,230.80254852403385,a
248.6541880422064,228.4925939041815,a
259.1380962987444,424.4616429304351,b
263.2557136998619,466.5157874323406,b
257.88085506454695,490.57790781860973,b
267.76383315626515,494.6769299624455,b
256.5201485294245,471.4596426732774,b
274.1765296259429,484.0654032258347,b
299.8515170088937,447.2179160387066,b
275.0900421364202,504.23957506457185,b
294.8779299282083,467.58715824078456,b
345.54301967459594,486.5060444209731,b
335.80261675325147,503.41067020482745,b
361.56150714850213,498.23475458243115,b
315.34225509992933,458.87259921301273,b
358.1865217699416,535.0193023118081,b
342.46862011758697,481.5092841773747,b
323.2814536995217,493.1125379563749,b
253.5771639322948,438.60035808110433,b
298.6314527260984,437.05408247821174,b
287.4127813453836,480.24846115888784,b
298.0339180890005,440.9934248110289,b
288.79390261472275,418.99423190479,b
276.36423970496907,421.6252521390014,b
333.87121144693793,481.13766824968525,b
334.55023094417453,390.05955176284726,b
319.2932677560622,469.36893266940393,b
275.51285644528207,418.86707805621296,b
344.17886522158426,405.1159276886696,b
358.51038390908764,400.3949889579878,b
348.7302970959919,426.7424602511946,b
346.8201757710621,411.3757762555866,b
361.56195245541994,452.3995096159407,b
344.75706567783055,473.80782321892775,b
312.7730909837558,416.7520481810325,b
300.6602035580198,422.73761632796123,b
275.17225520029405,427.5601713478165,b
264.2443866988153,410.00087142188295,b
309.50064727018685,430.65860651293406,b
260.7994138147751,456.1395657216766,b
273.31365261930733,435.1256004847679,b
277.5311177752224,432.3159906780446,b
319.31895090187754,456.835928918866,b
298.6246093483522,451.02379245151906,b
339.04343157096855,466.04259483653675,b
337.70276721506195,472.5219151102201,b
352.12093272001016,462.601780770081,b
308.85352720657727,520.6222611577188,b
370.6632174547069,468.6886928733087,b
391.35165807812274,484.59185957622265,b
456.38636348568417,461.96628942955095,b
408.268760445114,475.3590637714551,b
423.19422559419144,504.15623336680505,b
412.6692131282394,502.5926757358742,b
388.6540560749172,463.29086828855753,b
401.35472787304263,414.0875708023798,b
367.54128882303644,440.00277559651926,b
408.49571600974537,440.3567106111133,b
397.80746358708194,377.86317314795065,b
384.61338246339807,404.39560462092857,b
369.1406869458625,350.8060289622639,b
379.2867307497867,372.0769496688357,b
393.49906971570437,342.33054922473366,b
351.7616872049308,361.1319004164927,b
355.52158093349834,312.7048932877185,b
362.7558326847257,319.3422102871159,b
354.63951016255044,318.3679043103647,b
332.27708434069956,331.67399422939064,b
360.6471548182939,310.7570877208508,b
343.36722596895936,311.2952085367801,b
339.27007534896455,273.9625855838071,b
371.2438623738662,267.57760446957275,b
357.8018061831633,259.62765540781123,b
376.35546641392125,281.98409665753695,b
358.2669938259971,292.2754439345933,b
369.502544749084,260.85927269713505,b
330.3572513239975,281.4268709975253,b
346.1511764860776,240.86783134275117,b
346.15335940935705,238.97464035341812,b
402.7398583486326,249.59663283835079,b
338.09703162571753,192.19941437477752,b
349.5764932784729,233.28361652076285,b
311.02297078169283,218.4675490036788,b
321.0502377750538,242.24438737886823,b
301.8748250171408,234.14538607718816,b
282.3651348556688,272.28052162187913,b
301.0202118206023,272.9518971849375,b
254.64378322818638,274.5966336693706,b
243.90343108509623,345.60490123273905,b
283.4774538394081,391.6810395137585,b
245.19857408961542,386.15861870025674,b
246.96302725865363,379.8339198854485,b
213.71573669573075,390.0073651471156,b
264.07818705991144,363.70028784681006,b
247.2728422906098,422.67504245797704,b
303.23229343819753,390.77921901795673,b
274.8230926121851,401.4577355151536,b
313.3882700905175,420.6481681990147,b
311.5981937899307,424.1464441899829,b
304.90477669128654,446.2546582092643,b
368.01058198048815,440.5551145885566,b
313.75446438390946,440.5604184909967,b
266.0838803446747,500.3023895522407,b
312.46720519095,409.8632577957643,b
296.47716581556483,447.43068461224635,b
249.34494693072637,404.7771947549488,b
263.60300724938617,420.00223544311234,b
279.73297030643533,472.23141555628825,b
272.99908354928874,521.1837721719761,b
269.7506117783816,485.47305596693917,b
285.95851374580786,482.9071376974708,b
279.168714356883,469.53498850348626,b
306.4311823980613,384.73475499843283,b
330.9162003704707,371.0822790815732,b
340.2064210983717,279.7649910324964,b
352.11174301124885,259.97292536466546,b
372.65768986019197,271.8436247993235,b
387.85999570706383,264.3444564122119,b
356.78772547027535,261.78972334221726,b
376.74484684552476,286.2276091699666,b
392.5591460956841,243.24075856854734,b
397.9122222958264,180.10479592774135,b
440.6089483006578,169.167066901741,b
373.4484731320574,153.9115439360745,b
411.1116835459825,189.07783605886573,b
377.8101799253613,208.1036558738914,b
373.9570670745875,215.5783150298583,b
438.64120682320225,172.84214286852557,b
427.6509809740772,153.40701305217368,b
358.953958900881,154.64777821718485,b
374.0261188333493,224.53242774014421,b
408.48599427198025,196.77661895788418,b
400.87460483475394,197.4705149071703,b
402.9972411985162,175.4649475192149,b
422.42256884216863,180.04248148009822,b
400.89874895612184,176.62841664945154,b
411.4141337802917,250.63550972360466,b
424.53939949249934,231.22382693813842,b
431.03117632405514,255.5509163106223,b
432.1275099451132,286.6464067964008,b
389.09542224620924,227.15239676107012,b
389.6910080739024,266.04111316086096,b
430.9173779262609,281.4980519082337,b
388.2494927664741,311.3574840390286,b
431.61061814126936,316.9568993558345,b
399.2946057566135,297.22304863499994,b
383.14113180217635,314.8322155877788,b
379.4178321776946,318.66701042093405,b
354.0638279983916,337.0496964773089,b
386.4793308316496,341.4478495092012,b
378.9151960477131,363.0581621617025,b
395.5097486328195,357.256151391521,b
341.72442126038595,343.09537385151657,b
368.49907156347314,380.7562337477841,b
348.98208646660885,359.55464983426356,b
394.3139486582213,326.5233591155348,b
337.78154910967294,384.8171859266165,b
356.3593179105755,441.7334875288069,b
435.4683697353809,419.57839251007573,b
397.63067172796406,351.4075898161394,b
388.8743744978432,385.9101753846429,b
431.23480881463547,456.75804327511185,b
370.32440739096415,413.34217660417175,b
416.6123227330021,379.4512293648778,b
30.32535569456369,182.16720831961538,c
59.79829522903873,168.9585206573247,c
66.10706394485464,177.06087297746836,c
95.6328535065956,182.98514799632807,c
107.17775503477195,129.54045866789693,c
101.84063582815263,268.95941443132614,c
60.05886930824972,236.61665956837857,c
112.05780343097322,251.46082332593863,c
76.25701435690364,257.80010159903804,c
110.76817542206406,245.80305401203586,c
109.07113943857263,289.7341032132513,c
119.7822276092994,233.63385051124766,c
128.4338876694125,224.15947861185242,c
91.3648221696364,240.1197113892332,c
90.50494032738659,255.58700547290664,c
135.55695639001135,171.18405849057115,c
114.55404927712726,221.71321922587464,c
94.36311659720987,171.129964463649,c
113.93688600393226,188.8963397031457,c
124.31180554242609,208.35355887721414,c
149.19842853048112,205.19307258585008,c
79.48417499602041,276.8074758801773,c
133.8920556716339,228.70071904778592,c
152.5467567833491,229.19158284095926,c
163.10450286192744,220.85101008810727,c
139.22049486577077,268.3316851613622,c
85.77592093111173,266.23631335624,c
169.6479708578924,279.6506286015767,c
77.13232604344944,258.0263469695882,c
176.09061616998747,230.4228105051967,c
175.33832499614917,322.2464423031444,c
194.41018533064096,281.956153606855,c
125.83746959925418,288.06478742418483,c
196.85317811984675,298.27994675728274,c
223.04057126390268,352.4864408139635,c
208.87813171909772,316.86856508811076,c
218.7272461744641,265.42873381447356,c
162.1326836628248,331.91944146515107,c
145.75506484360108,337.76239511008265,c
192.9067413203038,308.6568586843298,c
254.41901728411312,285.6895149787652,c
169.29555160566366,289.0225520166226,c
150.80084168350447,256.2059247902265,c
167.25959835759937,263.3346331234245,c
184.92176274540736,234.18929949354606,c
225.45259014224152,217.44740955298136,c
194.62003406964604,243.59764639987804,c
188.0832204563107,214.03810142988937,c
198.94963281328074,238.57546475755754,c
268.86117831589,202.70030337815103,c
243.19329355811718,238.41047979112284,c
224.14159357734263,292.44479917473916,c
245.03261961044868,218.8296477488646,c
231.90334807027767,259.3457551459702,c
246.1182831870312,249.55501115123226,c
224.22505457520813,327.2905928062357,c
236.88694260189297,241.73018215111114,c
265.2539230439289,243.4741999615576,c
273.1949697869158,203.2641749466772,c
312.14556863427396,201.61845685223597,c
281.1909845711589,221.06681944350095,c
339.9336503896862,217.35904892228365,c
321.91768459970814,226.29144688697045,c
337.49972127066076,240.01490610887282,c
294.26970478814377,134.1042440538596,c
350.81907006333284,191.11177700346178,c
345.5982819326733,182.64985546982848,c
366.9432958748349,220.49221729209034,c
339.50590572626334,184.3443125969264,c
507.623074288539,188.78916188171394,c
444.3566053987924,214.58645464671866,c
466.6500433111972,188.6544121143371,c
509.77451482264644,202.39070582939485,c
506.21401627290965,167.83347002733137,c
486.96541450461945,189.24394701766994,c
527.2291716619455,129.38981036381438,c
473.0608061101247,174.6024634292625,c
525.384704280803,203.81170299769008,c
507.3755068866358,235.44644307990865,c
519.6868664458145,200.45308948143645,c
511.27479835009837,195.53923119440685,c
487.37422392495375,177.03229350659888,c
443.92663896350115,163.1472921235241,c
483.0454806675448,127.73922270590708,c
486.3668779248133,163.79033438811666,c
464.23933206216367,168.6593539414921,c
482.68696524318966,174.5935457324718,c
436.1548875571352,161.86245844644696,c
420.01375371982823,148.80370964866228,c
402.0631430756407,149.62460495676623,c
409.1708591969723,138.16951209948957,c
360.770701852439,116.78726336085612,c
382.46674479924746,167.96710352521495,c
356.77646514971036,134.13107849615113,c
355.86873791708126,149.2758438960709,c
347.8171267087705,182.4549594378601,c
312.424960818609,158.7599642817471,c
293.9174259409594,131.35819319842335,c
323.9621089016671,116.87557004157952,c
299.71406094224847,135.22749183773726,c
280.2497356809663,182.72466880638524,c
278.6378326269421,113.72298400070628,c
275.0199930593199,177.66844491186077,c
234.11728577185795,159.4584404385298,c
261.18309867794864,167.3511567948554,c
204.47194649345892,147.43321525234285,c
262.04052852876424,152.88412477779292,c
270.8768235908237,142.2785965039841,c
232.63779652920675,169.97396916887783,c
198.20729533212045,164.27516720416367,c
161.82046459346182,175.1930722125266,c
158.76107530805828,171.08226009872317,c
140.70515630963592,146.89075662765094,c
99.88369712490055,168.3133237419852,c
237.11976959478417,152.33914471280957,c
113.13254429741929,156.94954895813174,c
109.40224385958571,127.28348483796674,c
116.67958970709773,164.13452149579877,c
153.07770689705413,175.56688434209462,c
111.20013509748782,174.15048846404596,c
174.6723822104981,167.04885616848838,c
140.6777903289647,185.56376197689644,c
73.8516997611084,178.27693245668587,c
78.92022268608841,172.66168610466332,c
90.03345794133018,191.53418336586378,c
117.49522356199087,139.0876142760991,c
116.3385832129894,194.81903871343138,c
93.69567212708183,145.82833031322684,c
108.18103759026448,135.68532619906375,c
128.5175702798036,210.8223927446278,c
132.8912451247906,183.20882112326717,c
190.68955976011614,162.43306052221794,c
190.2752208892805,172.53578414932258,c
150.50361424301838,180.7513025188881,c
220.7591401301017,179.50183406367427,c
221.41902950147642,128.2023287960198,c
211.06186455814958,172.37828788897457,c
210.25692337303985,178.40560505116582,c
233.16575814106866,241.0074493209571,c
259.38419444906924,138.52954184299693,c
213.620285564381,167.2471329292643,c
259.80008081904805,159.7871781690327,c
275.1308193690662,189.78958787075499,c
292.76541446911017,163.2786884773422,c
344.2326252878151,176.6318678385661,c
271.3653866801116,215.24008554257915,c
314.97708335874285,168.3312332523194,c
220.81369494317752,176.4911723603655,c
192.84315537058097,209.10710234606722,c
134.5916795922219,193.34773118559264,c
120.97296459550431,169.10883088243378,c
27.010293194828577,238.0597467815826,c
90.74710926650125,180.41548705526304,c
68.9746865998149,226.89042730756103,c
60.56096689389041,201.3038477025326,c
43.706911625575934,248.41508178492688,c
87.31273709442127,218.60102528943048,c
65.49528979590153,201.4639555455637,c
13.937392574545566,184.7238052387218,c
6.669537788989192,261.9668789952782,c
1.469576935038333,210.79948735997039,c
42.10346393528517,171.6581397653594,c
57.30025037697313,259.10275077089807,c
4.63642981137143,211.961367538353,c
25.37195335223734,211.64899482802906,c
2.691760163811619,213.27640411308693,c
1.8845651918230235,191.4936337563753,c
-18.953087833497566,218.6379063920225,c
1.0826269065195682,153.23725137406984,c
